0,1,0.012395683
0,2,0.022057753
0,3,0.034131948
0,4,0.046847817
0,5,0.059506096
0,6,0.07513094
0,7,0.09102857
0,8,0.10803531
0.19999999999999996,1,0.012187986
0.19999999999999996,2,0.021341307
0.19999999999999996,3,0.035395313
0.19999999999999996,4,0.04872723
0.19999999999999996,5,0.059892416
0.19999999999999996,6,0.07699987
0.19999999999999996,7,0.08960866
0.19999999999999996,8,0.114482485
0.4,1,0.011591737
0.4,2,0.01923599
0.4,3,0.030767236
0.4,4,0.04086465
0.4,5,0.052441765
0.4,6,0.07349615
0.4,7,0.08616789
0.4,8,0.09380452
0.6,1,0.008336985
0.6,2,0.015267873
0.6,3,0.026803324
0.6,4,0.030752296
0.6,5,0.044163503
0.6,6,0.049986213
0.6,7,0.060718697
0.6,8,0.067691594
0.8,1,0.005655489
0.8,2,0.009881671
0.8,3,0.015195636
0.8,4,0.020168986
0.8,5,0.025903434
0.8,6,0.030213218
0.8,7,0.03506353
0.8,8,0.040136255
1,1,0.0023619272
1,2,0.0023407883
1,3,0.0025610696
1,4,0.0031172943
1,5,0.0038805827
1,6,0.0045982627
1,7,0.004859179
1,8,0.00564959
