0,1,0.0025145912
0,2,0.0031333577
0,3,0.003744572
0,4,0.0040199314
0,5,0.0036728927
0,6,0.003869592
0,7,0.00446913
0,8,0.006532356
0.2,1,0.0055657
0.2,2,0.011124422
0.2,3,0.016338583
0.2,4,0.020994106
0.2,5,0.026303709
0.2,6,0.030529331
0.2,7,0.034145635
0.2,8,0.0377501
0.4,1,0.007939369
0.4,2,0.015400347
0.4,3,0.02198627
0.4,4,0.029046748
0.4,5,0.038189463
0.4,6,0.04897017
0.4,7,0.06018107
0.4,8,0.064216964
0.6,1,0.009093258
0.6,2,0.017748255
0.6,3,0.027702253
0.6,4,0.03858294
0.6,5,0.05430935
0.6,6,0.06850713
0.6,7,0.080976754
0.6,8,0.09420315
0.8,1,0.011118063
0.8,2,0.02107449
0.8,3,0.031595495
0.8,4,0.04331485
0.8,5,0.06059162
0.8,6,0.07029797
0.8,7,0.08701344
0.8,8,0.10478063
1,1,0.011772266
1,2,0.02179198
1,3,0.0330017
1,4,0.047115244
1,5,0.05958273
1,6,0.0749473
1,7,0.092206836
1,8,0.10846673
